sample,days,observed_mean_bps_per_day,null_mean_bps_per_day,null_std_bps_per_day,null_p05_bps_per_day,null_p95_bps_per_day,two_sided_permutation_p_value,z_score_vs_null,permutations,seed
IS_2023,244,-1.3876192926833135,0.07500661265002898,1.6141924672340433,-2.590282350412187,2.759876253530962,0.397960203979602,-0.9061037856530123,10000,20260818
OOS_2024,245,-1.6687290375986337,0.04423107086888974,1.744004170776359,-2.8520580512601605,2.8823152170384665,0.3448655134486551,-0.9821995481266447,10000,20260818
