date,trade_return,direction,regime,exit_reason,entry_price,exit_price,quantity,bars_held,equity,drawdown
2023-01-03 14:38:00+00:00,335.0,long,is,,11109.75,11126.5,1,4,100335.0,0.0
2023-01-03 14:44:00+00:00,920.0,long,is,,11122.25,11168.25,1,10,101255.0,0.0
2023-01-03 15:23:00+00:00,1750.0,short,is,,11028.5,10941.0,1,60,103005.0,0.0
2023-01-03 15:35:00+00:00,460.0,short,is,,10944.25,10921.25,1,14,103465.0,0.0
2023-01-03 15:56:00+00:00,60.0,short,is,,10945.25,10942.25,1,10,103525.0,0.0
2023-01-03 16:19:00+00:00,1045.0,short,is,,10966.75,10914.5,1,30,104570.0,0.0
2023-01-03 16:40:00+00:00,240.0,short,is,,10907.5,10895.5,1,24,104810.0,0.0
2023-01-03 17:06:00+00:00,130.0,short,is,,10883.0,10876.5,1,44,104940.0,0.0
2023-01-03 17:29:00+00:00,245.0,short,is,,10885.5,10873.25,1,24,105185.0,0.0
2023-01-03 17:56:00+00:00,785.0,short,is,,10895.5,10856.25,1,34,105970.0,0.0
2023-01-03 18:25:00+00:00,-25.0,short,is,,10861.75,10863.0,1,20,105945.0,-0.023591582523355664
2023-01-03 18:52:00+00:00,-25.0,short,is,,10891.25,10892.5,1,12,105920.0,-0.04718316504671133
2023-01-03 19:17:00+00:00,-200.0,short,is,,10903.25,10913.25,1,28,105720.0,-0.23591582523355667
2023-01-03 19:41:00+00:00,395.0,short,is,,10905.75,10886.0,1,36,106115.0,0.0
2023-01-03 20:01:00+00:00,35.0,short,is,,10951.0,10949.25,1,20,106150.0,0.0
2023-01-03 20:30:00+00:00,255.0,short,is,,10956.25,10943.5,1,20,106405.0,0.0
2023-01-04 14:30:00+00:00,-1490.0,short,is,,10959.0,11033.5,1,2026,104915.0,-1.400310135801889
2023-01-04 14:44:00+00:00,-115.0,long,is,,11008.0,11002.25,1,16,104800.0,-1.5083877637329073
2023-01-04 14:55:00+00:00,-90.0,long,is,,10985.0,10980.5,1,12,104710.0,-1.5929702551571823
2023-01-04 15:15:00+00:00,960.0,short,is,,10947.25,10899.25,1,28,105670.0,-0.6907570132982472
2023-01-04 15:29:00+00:00,450.0,short,is,,10919.25,10896.75,1,14,106120.0,-0.26784455617687136
2023-01-04 15:44:00+00:00,-245.0,short,is,,10905.25,10917.5,1,6,105875.0,-0.4980968939429538
2023-01-04 16:04:00+00:00,-225.0,long,is,,10962.75,10951.5,1,36,105650.0,-0.7095531225036418
2023-01-04 16:39:00+00:00,1910.0,long,is,,10954.75,11050.25,1,61,107710.0,0.0
2023-01-04 17:00:00+00:00,-65.0,long,is,,11050.25,11047.0,1,42,107495.0,-0.19961006406090426
2023-01-04 17:27:00+00:00,50.0,long,is,,11045.0,11047.5,1,18,107545.0,-0.15318911893046142
2023-01-04 17:51:00+00:00,-200.0,long,is,,11057.5,11047.5,1,22,107345.0,-0.3388728994522328
2023-01-04 18:42:00+00:00,590.0,long,is,,11001.75,11031.25,1,61,107935.0,0.0
2023-01-04 18:58:00+00:00,-150.0,long,is,,11031.0,11023.5,1,12,107785.0,-0.13897252976328345
2023-01-04 19:01:00+00:00,585.0,long,is,,11016.25,11045.5,1,2,108370.0,0.0
2023-01-04 19:09:00+00:00,-495.0,long,is,,11006.0,10981.25,1,4,107875.0,-0.45676847836117007
2023-01-04 19:21:00+00:00,625.0,long,is,,10980.5,11011.75,1,14,108500.0,0.0
2023-01-04 19:34:00+00:00,200.0,short,is,,10931.5,10921.5,1,16,108700.0,0.0
2023-01-04 19:50:00+00:00,-125.0,long,is,,10954.75,10948.5,1,16,108575.0,-0.11499540018399264
2023-01-04 20:06:00+00:00,900.0,long,is,,10956.0,11001.0,1,22,109475.0,0.0
2023-01-04 20:48:00+00:00,510.0,short,is,,10947.25,10921.75,1,28,109985.0,0.0
2023-01-05 14:30:00+00:00,-655.0,long,is,,10955.25,10922.5,1,1990,109330.0,-0.5955357548756648
2023-01-05 14:51:00+00:00,1595.0,short,is,,10914.25,10834.5,1,40,110925.0,0.0
2023-01-05 15:09:00+00:00,-565.0,short,is,,10860.0,10888.25,1,6,110360.0,-0.5093531665539779
2023-01-05 15:27:00+00:00,345.0,short,is,,10879.75,10862.5,1,20,110705.0,-0.19833220644579672
2023-01-05 15:41:00+00:00,475.0,short,is,,10867.25,10843.5,1,18,111180.0,0.0
2023-01-05 16:06:00+00:00,260.0,short,is,,10863.75,10850.75,1,36,111440.0,0.0
2023-01-05 16:29:00+00:00,235.0,short,is,,10855.25,10843.5,1,16,111675.0,0.0
2023-01-05 17:03:00+00:00,25.0,short,is,,10866.0,10864.75,1,18,111700.0,0.0
2023-01-05 17:24:00+00:00,175.0,short,is,,10862.0,10853.25,1,24,111875.0,0.0
2023-01-05 18:07:00+00:00,375.0,short,is,,10856.0,10837.25,1,56,112250.0,0.0
2023-01-05 18:20:00+00:00,150.0,short,is,,10833.0,10825.5,1,14,112400.0,0.0
2023-01-05 19:08:00+00:00,400.0,short,is,,10893.0,10873.0,1,61,112800.0,0.0
2023-01-05 19:19:00+00:00,50.0,short,is,,10876.25,10873.75,1,10,112850.0,0.0
2023-01-05 19:36:00+00:00,40.0,short,is,,10869.25,10867.25,1,16,112890.0,0.0
2023-01-05 20:27:00+00:00,1265.0,short,is,,10896.25,10833.0,1,61,114155.0,0.0
2023-01-05 20:59:00+00:00,95.0,short,is,,10826.5,10821.75,1,18,114250.0,0.0
2023-01-06 14:37:00+00:00,300.0,long,is,,10886.5,10901.5,1,8,114550.0,0.0
2023-01-06 14:50:00+00:00,690.0,short,is,,10831.25,10796.75,1,22,115240.0,0.0
2023-01-06 14:59:00+00:00,-630.0,long,is,,10846.0,10814.5,1,6,114610.0,-0.5466851787573759
